Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Profit Margin (%),Shipping Cost,Order Priority,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1190,2025-12-27,2025-12-28,CUST780,Hannah Barrett,Consumer,PROD5179,Keyboard,Electronics,North,Kentucky,Nataliefurt,10,39611,0,396110.0,339706.59,56403.41,14.24,56,High,UPI,Delivered,"Bradley, Day and Smith",susanalexander@yang.com,2,Yes,35
ORD1191,2025-04-19,2025-04-23,CUST383,Andrea Miller,Consumer,PROD6272,Cooking Oil,Grocery,South,Mississippi,Derektown,11,446,20,3924.8,2793.84,1130.96,28.82,307,Low,Credit Card,Delivered,"Allen, Harrell and Schmidt",scott72@lee.com,3,Yes,25
ORD1192,2025-07-20,2025-07-27,CUST247,Rhonda Wilson,Corporate,PROD5625,Bookshelf,Furniture,East,New Mexico,Nicolemouth,5,13724,10,61758.0,40772.71,20985.29,33.98,338,Medium,Credit Card,Delivered,Simon Group,tara16@beck.info,47,No,0
ORD1193,2025-11-14,2025-11-18,CUST705,Billy Chung,Consumer,PROD1104,Notebook,Office Supplies,West,Kentucky,South Brianmouth,8,62,0,496.0,439.11,56.89,11.47,50,Low,UPI,Delivered,"Crawford, Eaton and Horne",kdavila@thomas-perry.com,24,No,0
ORD1194,2024-11-11,2024-11-12,CUST107,Peter Juarez,Corporate,PROD3332,Rice Bag,Grocery,East,Nebraska,Westhaven,4,115,20,368.0,266.4,101.6,27.61,240,Medium,Cash,Returned,Martin-Hernandez,harringtonmargaret@james.com,47,No,0
ORD1195,2025-06-28,2025-07-03,CUST104,Elijah Reeves,Home Office,PROD2020,Rice Bag,Grocery,West,South Carolina,Brettchester,4,698,10,2512.8,2205.77,307.03,12.22,251,Low,UPI,Delivered,Patterson PLC,frederickandres@gregory.com,47,No,0
ORD1196,2025-11-13,2025-11-16,CUST439,Douglas Boyle,Consumer,PROD2785,Notebook,Office Supplies,South,Rhode Island,Lake Aaron,8,104,15,707.2,449.94,257.26,36.38,233,High,UPI,Delivered,Ferrell Ltd,valerie79@abbott.com,28,No,0
ORD1197,2024-09-04,2024-09-08,CUST103,Wyatt Hill,Consumer,PROD1660,Stapler,Office Supplies,South,California,New Deborah,6,477,5,2718.9,2421.23,297.67,10.95,252,Low,UPI,Delivered,Hudson LLC,alexisdunn@schneider.info,3,Yes,41
ORD1198,2025-10-18,2025-10-21,CUST378,Kristen Williamson,Consumer,PROD5093,Snacks,Grocery,North,California,Weaverside,6,493,5,2810.1,1796.26,1013.84,36.08,471,Medium,Cash,Delivered,Boyd Group,jonathanjohnson@christensen.com,23,No,0
ORD1199,2025-05-03,2025-05-08,CUST276,Gregory Garcia,Consumer,PROD8265,Study Table,Furniture,South,Georgia,Lake Henrymouth,7,6013,15,35777.35,22009.91,13767.44,38.48,343,Medium,Net Banking,Delivered,"Brock, Howard and Jones",annscott@chapman.net,46,No,0
ORD1200,2026-03-21,2026-03-25,CUST121,Jeffery Bowman,Corporate,PROD4517,Stapler,Office Supplies,South,Arizona,Catherinemouth,7,190,0,1330.0,1043.03,286.97,21.58,365,High,UPI,Returned,Williams-Williams,michael27@long.biz,41,No,0
ORD1201,2025-07-27,2025-07-31,CUST763,Isaiah Randall,Corporate,PROD5583,Office Chair,Furniture,West,Utah,Jessicatown,8,7496,20,47974.4,32370.45,15603.95,32.53,460,Low,Cash,Delivered,Page-Jordan,lamdonna@reynolds.info,50,No,0
ORD1202,2026-02-01,2026-02-05,CUST567,Elaine Johnson,Corporate,PROD9231,Sugar,Grocery,East,Missouri,Joelland,6,417,20,2001.6,1332.48,669.12,33.43,465,Medium,Net Banking,Delivered,"Barrett, Newman and Johnson",wbailey@turner-francis.com,3,Yes,45
ORD1203,2025-06-04,2025-06-09,CUST798,Mark Banks,Consumer,PROD5060,Pen,Office Supplies,South,North Carolina,North Laura,9,186,0,1674.0,1388.11,285.89,17.08,162,Low,UPI,Delivered,Collins-Phillips,michael02@price-griffin.net,24,No,0
ORD1204,2026-01-17,2026-01-24,CUST377,Nathan Park,Consumer,PROD6210,Calculator,Office Supplies,East,South Dakota,Hansonbury,4,352,20,1126.4,866.29,260.11,23.09,338,High,UPI,Delivered,Burton-Zimmerman,imarsh@baird-johnson.com,31,No,0
ORD1205,2025-10-01,2025-10-03,CUST292,Gina Ford,Consumer,PROD4584,Calculator,Office Supplies,North,Louisiana,East Cherylmouth,10,319,20,2552.0,1685.44,866.56,33.96,116,Medium,Credit Card,Delivered,Martin Group,johnbenjamin@hardy.com,45,No,0
ORD1206,2025-03-04,2025-03-11,CUST531,Christine Myers,Consumer,PROD3320,Study Table,Furniture,North,Iowa,Lake Christinaberg,2,14956,15,25425.2,19725.0,5700.2,22.42,222,Medium,Credit Card,Delivered,Gregory-Roberson,brownjacob@lambert.com,20,No,0
ORD1207,2024-05-10,2024-05-12,CUST647,Patricia Davis,Home Office,PROD3854,Sugar,Grocery,East,Nevada,Lake Melinda,10,248,15,2108.0,1458.84,649.16,30.8,402,Medium,Cash,Delivered,"Holland, Johnson and Hughes",swood@smith.biz,8,Yes,25
ORD1208,2025-11-17,2025-11-23,CUST600,Christopher Warner,Home Office,PROD6213,Study Table,Furniture,South,New Hampshire,North John,11,6411,0,70521.0,47347.71,23173.29,32.86,213,High,Cash,Delivered,Koch PLC,vdonovan@scott-marsh.org,40,No,0
ORD1209,2025-07-04,2025-07-11,CUST854,Alexander Sanders,Home Office,PROD1186,Headphones,Electronics,East,Massachusetts,Meganfort,4,15741,10,56667.6,38363.82,18303.78,32.3,105,Low,Net Banking,Delivered,Mills Group,william39@rocha-harris.com,0,Yes,21
ORD1210,2024-12-05,2024-12-09,CUST370,Nathan Myers,Corporate,PROD6754,Snacks,Grocery,West,Nebraska,West Lindsay,11,123,0,1353.0,1136.19,216.81,16.02,67,Medium,UPI,Delivered,Gonzalez PLC,sandramiller@phillips.com,1,Yes,30
ORD1211,2024-07-24,2024-07-25,CUST105,Amanda King,Corporate,PROD9962,Pen,Office Supplies,North,Utah,Hoffmanmouth,10,223,15,1895.5,1537.92,357.58,18.86,270,Low,Net Banking,Cancelled,Stevens-May,terri94@collins.org,10,No,0
ORD1212,2025-09-14,2025-09-16,CUST110,Brittany Brown,Consumer,PROD9849,File Folder,Office Supplies,East,Illinois,Katherineburgh,7,388,0,2716.0,1949.74,766.26,28.21,331,Medium,UPI,Delivered,Shields-Mendez,timothy60@vega.com,9,Yes,21
ORD1213,2024-05-29,2024-05-30,CUST501,Kayla Jones,Home Office,PROD2589,Cooking Oil,Grocery,North,North Carolina,New Cynthia,3,231,0,693.0,514.26,178.74,25.79,109,Medium,Net Banking,Delivered,Randall-Aguilar,khansen@fuller.com,50,No,0
ORD1214,2024-10-23,2024-10-27,CUST876,Jessica Anderson,Corporate,PROD7349,Dining Table,Furniture,South,Kentucky,East Kendrafurt,11,15157,0,166727.0,113205.76,53521.24,32.1,288,Medium,UPI,Delivered,Brown-Yang,walkerbrian@anderson.net,14,No,0
ORD1215,2025-11-23,2025-11-28,CUST124,Julie Bell,Home Office,PROD6632,Office Chair,Furniture,West,New Hampshire,Briannaburgh,13,10455,15,115527.75,102783.69,12744.06,11.03,401,Medium,Credit Card,Delivered,Hamilton Inc,jacob97@torres.com,36,No,0
ORD1216,2024-07-31,2024-08-04,CUST112,Jesse Thompson,Home Office,PROD9467,Dining Table,Furniture,South,Arkansas,New Heathertown,8,6941,5,52751.6,47035.94,5715.66,10.84,463,High,Net Banking,Delivered,"Bowers, Mccoy and Robertson",wadechristy@west-price.com,8,Yes,21
ORD1217,2025-08-05,2025-08-06,CUST645,Michael Wagner,Consumer,PROD5225,Calculator,Office Supplies,East,Rhode Island,South Madisonfurt,2,422,20,675.2,485.61,189.59,28.08,216,Medium,Net Banking,Delivered,Castillo Ltd,michael73@watkins.com,33,No,0
ORD1218,2026-02-20,2026-02-27,CUST122,Joshua Mcdonald,Home Office,PROD7790,Rice Bag,Grocery,South,Arizona,Baileyfurt,13,171,0,2223.0,1950.63,272.37,12.25,338,High,UPI,Delivered,"Torres, Walker and Montgomery",hjohnson@lee.biz,50,No,0
ORD1219,2024-06-22,2024-06-29,CUST552,Sonya Roberts,Corporate,PROD8955,Headphones,Electronics,West,Kansas,Christinechester,5,4455,20,17820.0,13945.87,3874.13,21.74,405,Medium,UPI,Delivered,"Sanchez, Lawson and Bradley",ewheeler@roberson.com,2,Yes,32
ORD1220,2026-02-13,2026-02-19,CUST123,Sarah Shepherd,Corporate,PROD1331,Mouse,Electronics,East,Maryland,South Marc,5,21861,15,92909.25,79666.94,13242.31,14.25,400,High,Credit Card,Delivered,Webb-Dodson,jacquelinebrady@thompson-davis.com,14,No,0
ORD1221,2024-11-15,2024-11-18,CUST653,Toni Winters,Corporate,PROD2462,Headphones,Electronics,South,North Dakota,Woodmouth,9,30948,20,222825.6,191664.93,31160.67,13.98,470,High,Credit Card,Delivered,"Wheeler, Garcia and Rodriguez",andrea71@phillips.com,32,No,0
ORD1222,2025-04-21,2025-04-22,CUST718,Zachary Garcia,Corporate,PROD1474,Calculator,Office Supplies,South,Oregon,Alisonfurt,4,148,5,562.4,343.02,219.38,39.01,75,Medium,Credit Card,Delivered,Carson and Sons,rodriguezjeffrey@cunningham.com,45,No,0
ORD1223,2026-04-19,2026-04-22,CUST675,Nicholas Johnson,Home Office,PROD1500,Rice Bag,Grocery,South,Kansas,Hayesmouth,14,401,15,4771.9,3703.3,1068.6,22.39,229,Medium,UPI,Delivered,Wilson-Woods,sandra40@williams-barajas.com,10,No,0
ORD1224,2025-07-01,2025-07-07,CUST292,William Townsend,Corporate,PROD1813,Bookshelf,Furniture,South,Kansas,East Toniborough,4,10022,5,38083.6,25924.46,12159.14,31.93,259,Low,Cash,Delivered,Mclean-Moran,tjones@perez.com,1,Yes,47
ORD1225,2025-07-13,2025-07-17,CUST862,Courtney Walsh,Consumer,PROD5135,Study Table,Furniture,East,West Virginia,Murphystad,9,12023,15,91975.95,62138.92,29837.03,32.44,288,Medium,Net Banking,Returned,Matthews-Barnes,gouldcarla@hale.org,43,No,0
ORD1226,2026-03-01,2026-03-06,CUST116,Jordan Hall,Home Office,PROD5631,Monitor,Electronics,East,New Mexico,New Renee,4,46853,10,168670.8,133617.37,35053.43,20.78,491,Medium,UPI,Delivered,Mccormick-Ruiz,osnyder@harris-welch.net,16,No,0
ORD1227,2025-01-04,2025-01-06,CUST124,Jeremy Hanna,Consumer,PROD7620,Dining Table,Furniture,East,Texas,East Shawn,4,7585,10,27306.0,18508.77,8797.23,32.22,264,Medium,Cash,Delivered,Wilson-Morton,jonathan06@savage.com,24,No,0
ORD1228,2026-02-08,2026-02-13,CUST785,Kathryn Savage,Consumer,PROD9759,Keyboard,Electronics,West,Washington,East Matthew,9,46031,5,393565.05,335392.83,58172.22,14.78,498,Low,UPI,Delivered,"Arnold, Mills and Anderson",ronaldsmith@oneal.com,11,No,0
ORD1229,2025-06-30,2025-07-01,CUST958,Tanner Rivera,Corporate,PROD2463,Stapler,Office Supplies,South,Tennessee,New Briannafurt,4,231,10,831.6,603.86,227.74,27.39,219,Medium,UPI,Delivered,Campbell-Le,david64@smith-richmond.com,16,No,0
ORD1230,2024-10-21,2024-10-25,CUST681,Connor Jimenez,Consumer,PROD4187,Bookshelf,Furniture,North,Wisconsin,Duarteport,13,15506,5,191499.1,122791.06,68708.04,35.88,152,Medium,Net Banking,Delivered,Jackson PLC,ernestbrady@lynch-lopez.com,26,No,0
ORD1231,2024-11-26,2024-11-28,CUST932,Mary Singh,Consumer,PROD6449,Bookshelf,Furniture,South,Kentucky,Saraport,3,13269,5,37816.65,31325.72,6490.93,17.16,136,Low,Credit Card,Delivered,Brady-Roman,brianacain@nicholson.biz,48,No,0
ORD1232,2025-04-05,2025-04-09,CUST998,Jessica Kaiser,Consumer,PROD8105,Calculator,Office Supplies,West,Oklahoma,South Danielle,9,256,0,2304.0,1751.35,552.65,23.99,424,Medium,UPI,Delivered,Brown PLC,wwhite@nguyen-webb.info,0,Yes,48
ORD1233,2024-06-16,2024-06-23,CUST395,Dana Kim,Consumer,PROD4707,Study Table,Furniture,East,New Hampshire,Port Kaylee,4,13226,20,42323.2,29280.65,13042.55,30.82,83,High,UPI,Delivered,Stone-Gonzalez,bergashley@jones.com,19,No,0
ORD1234,2026-04-08,2026-04-12,CUST810,Anne Hart,Home Office,PROD3192,Headphones,Electronics,East,Massachusetts,Port Michaelland,6,34124,5,194506.8,172026.74,22480.06,11.56,465,Medium,Credit Card,Returned,"Bryant, Curry and Guerrero",scottnguyen@peck.org,1,Yes,27
ORD1235,2025-12-11,2025-12-17,CUST416,Maria Davis,Home Office,PROD9267,Dining Table,Furniture,South,Idaho,Avilaside,8,7035,10,50652.0,42110.8,8541.2,16.86,369,High,Cash,Delivered,"Rogers, Campos and Jones",pcastro@haynes-valdez.com,38,No,0
ORD1236,2025-10-21,2025-10-27,CUST126,Lisa Lindsey,Consumer,PROD7828,Office Chair,Furniture,West,West Virginia,South Terrancebury,6,15460,5,88122.0,58305.79,29816.21,33.84,401,Low,Net Banking,Delivered,"Holmes, Harvey and Sanchez",mcguirekyle@may.com,0,Yes,29
ORD1237,2026-03-12,2026-03-18,CUST116,John Harrell,Corporate,PROD2718,File Folder,Office Supplies,North,Alabama,Lisamouth,2,194,15,329.8,217.53,112.27,34.04,152,Medium,Credit Card,Delivered,Ross-Smith,mcdowellmarisa@jensen.com,33,No,0
ORD1238,2025-10-17,2025-10-20,CUST502,James Wilkins,Consumer,PROD9132,Dining Table,Furniture,South,Tennessee,West Christina,9,18750,0,168750.0,147160.8,21589.2,12.79,477,Low,Net Banking,Delivered,Pennington PLC,murphybethany@jackson.com,42,No,0
ORD1239,2025-11-12,2025-11-14,CUST998,Jasmine Daniel,Home Office,PROD5192,Office Chair,Furniture,South,Ohio,Parksborough,9,17966,0,161694.0,136462.22,25231.78,15.6,497,High,UPI,Delivered,"Henry, Jackson and Burton",christophergomez@parker.biz,18,No,0
ORD1240,2024-10-02,2024-10-09,CUST636,Keith Booker,Home Office,PROD1751,Office Chair,Furniture,North,Maryland,Lemouth,7,7534,15,44827.3,39740.6,5086.7,11.35,187,Low,UPI,Delivered,"Woods, Short and Lowery",campbellmary@duran.com,5,Yes,31
ORD1241,2024-05-08,2024-05-10,CUST112,Sherry Jimenez,Corporate,PROD8835,Headphones,Electronics,West,Wisconsin,Port Tanyaberg,3,44522,0,133566.0,119470.88,14095.12,10.55,482,High,Net Banking,Delivered,Walker-Wise,rwilliams@watts-french.biz,6,Yes,33
ORD1242,2025-12-18,2025-12-25,CUST648,Eric Giles,Consumer,PROD1472,Sugar,Grocery,South,Michigan,Flowersborough,13,514,15,5679.7,3486.15,2193.55,38.62,183,Low,Cash,Returned,Davis-Kramer,johnsonkathleen@bradley-smith.biz,20,No,0
ORD1243,2024-06-08,2024-06-14,CUST737,Tiffany Smith,Home Office,PROD9504,Stapler,Office Supplies,North,South Carolina,Samanthatown,6,271,15,1382.1,890.9,491.2,35.54,473,Low,Cash,Delivered,Ware Ltd,smithalexandria@smith.info,39,No,0
ORD1244,2024-09-12,2024-09-13,CUST360,Neil Underwood,Home Office,PROD3709,Snacks,Grocery,North,South Dakota,Lake Matthewport,8,789,10,5680.8,5061.84,618.96,10.9,75,Low,Net Banking,Delivered,Collins PLC,matthew91@manning-horton.com,14,No,0
ORD1245,2024-06-04,2024-06-08,CUST280,Jennifer White,Corporate,PROD8341,Juice Pack,Grocery,North,New York,Michaelchester,8,897,0,7176.0,6416.79,759.21,10.58,431,Low,Net Banking,Delivered,Gibson-Gibson,susanfowler@parks-wilson.org,1,Yes,23
ORD1246,2024-11-29,2024-12-03,CUST117,Jose Avila,Consumer,PROD5990,Dining Table,Furniture,South,Maryland,Davidshire,10,17949,5,170515.5,145500.06,25015.44,14.67,219,Low,Net Banking,Delivered,"Molina, Jordan and Clements",james88@greene.info,49,No,0
ORD1247,2024-07-12,2024-07-18,CUST933,Megan Lambert,Corporate,PROD4633,Office Chair,Furniture,North,Tennessee,Heatherside,6,14185,10,76599.0,58545.17,18053.83,23.57,241,Low,Credit Card,Delivered,"Mckay, Patton and Clark",charlesnguyen@roberts.info,6,Yes,21
ORD1248,2024-10-23,2024-10-27,CUST122,Mark Black,Home Office,PROD5166,Rice Bag,Grocery,South,Utah,Jennaburgh,10,212,5,2014.0,1641.48,372.52,18.5,105,Medium,Cash,Delivered,"Huang, Pittman and Williams",ygray@dunn.com,2,Yes,49
ORD1249,2024-06-21,2024-06-28,CUST668,Louis Patel,Home Office,PROD1071,File Folder,Office Supplies,North,Georgia,West Jeffrey,7,333,15,1981.35,1738.26,243.09,12.27,449,High,Credit Card,Delivered,Guzman-Murray,dpowell@salas.com,44,No,0
ORD1250,2024-12-12,2024-12-18,CUST306,Daniel Rodriguez,Corporate,PROD7302,Monitor,Electronics,West,Alaska,Jeffreyside,8,41911,10,301759.2,268911.96,32847.24,10.89,281,High,UPI,Delivered,Garcia-Dawson,johnsonnicholas@bonilla.net,8,Yes,33
ORD1251,2025-11-16,2025-11-23,CUST521,Michael Schultz,Home Office,PROD4435,Notebook,Office Supplies,East,Alaska,Peterfurt,12,401,5,4571.4,3433.89,1137.51,24.88,405,Low,Cash,Delivered,Bowman LLC,daniel32@james-parker.com,20,No,0
ORD1252,2025-10-11,2025-10-18,CUST691,Ashley Hughes,Home Office,PROD5684,Juice Pack,Grocery,West,Nebraska,Cindyburgh,4,847,0,3388.0,2714.05,673.95,19.89,152,Medium,Credit Card,Delivered,Andrews-Mcbride,benjamin60@bailey-rogers.com,48,No,0
ORD1253,2026-04-18,2026-04-21,CUST349,David Vega,Consumer,PROD9866,Keyboard,Electronics,North,New Jersey,Flemingmouth,11,25506,20,224452.8,192906.51,31546.29,14.05,430,Low,Net Banking,Delivered,Hughes and Sons,alyssa50@davis.biz,35,No,0
ORD1254,2025-08-28,2025-08-30,CUST912,Francis Lang,Corporate,PROD7349,Bookshelf,Furniture,West,Indiana,North Marie,9,13245,10,107284.5,70907.13,36377.37,33.91,494,Medium,UPI,Delivered,Brooks Group,amberweaver@ware.com,14,No,0
ORD1255,2025-07-31,2025-08-07,CUST956,George Pacheco,Home Office,PROD5819,Notebook,Office Supplies,West,Ohio,Port Bryanberg,2,140,5,266.0,218.26,47.74,17.95,111,Medium,UPI,Delivered,"Garcia, Moore and Olson",across@christensen-snyder.com,2,Yes,33
ORD1256,2024-07-12,2024-07-17,CUST105,Kevin Parsons,Home Office,PROD6415,Laptop,Electronics,West,Louisiana,Tylerfort,3,48510,10,130977.0,102039.48,28937.52,22.09,446,Low,UPI,Delivered,Macdonald Ltd,vmartin@wilkerson.com,39,No,0
ORD1257,2024-06-04,2024-06-08,CUST763,Ronald Washington MD,Corporate,PROD9608,Sofa,Furniture,South,South Dakota,New Jake,9,9025,20,64980.0,42094.77,22885.23,35.22,328,Low,Cash,Delivered,Hall-Taylor,ryanhowell@moore.info,25,No,0
ORD1258,2024-08-30,2024-09-02,CUST106,Suzanne Smith,Home Office,PROD6911,Mouse,Electronics,East,Idaho,Carterfort,10,16316,20,130528.0,110571.12,19956.88,15.29,382,High,UPI,Delivered,Johnson Group,christopher04@sanders.com,7,Yes,41
ORD1259,2026-03-18,2026-03-22,CUST120,Patrick Jackson,Home Office,PROD6258,Pen,Office Supplies,West,Arizona,Lake Brian,2,457,20,731.2,597.53,133.67,18.28,62,Low,UPI,Delivered,Grant-Hunt,michaeldavidson@barry-bennett.com,49,No,0
ORD1260,2024-09-10,2024-09-15,CUST656,Tom Bates,Corporate,PROD4154,Sofa,Furniture,East,North Dakota,South Shaneview,2,19839,5,37694.1,33603.86,4090.24,10.85,445,Low,Cash,Pending,"Morris, Stephens and Martinez",denise93@raymond.info,34,No,0
ORD1261,2026-04-22,2026-04-28,CUST121,Jason Montes,Home Office,PROD2702,File Folder,Office Supplies,South,California,East Richard,7,325,0,2275.0,1874.75,400.25,17.59,128,High,UPI,Delivered,Michael-Little,cheryl67@lynch-sanchez.info,29,No,0
ORD1262,2024-05-05,2024-05-06,CUST101,Cody Phillips,Consumer,PROD2154,Monitor,Electronics,South,Oregon,Ramirezmouth,9,18950,15,144967.5,105812.87,39154.63,27.01,58,Medium,Cash,Delivered,Moreno and Sons,baldwintony@thomas.com,43,No,0
ORD1263,2026-02-02,2026-02-07,CUST123,Amber Le,Home Office,PROD1745,Dining Table,Furniture,North,Ohio,West Shawnport,9,14721,10,119240.1,93242.15,25997.95,21.8,194,Medium,Net Banking,Delivered,Myers-Rivers,dharris@jordan.com,24,No,0
ORD1264,2025-06-26,2025-07-03,CUST685,Jill Curtis,Consumer,PROD7406,Notebook,Office Supplies,East,Rhode Island,Lake Adammouth,3,374,10,1009.8,895.91,113.89,11.28,55,Low,Credit Card,Delivered,Smith-Griffin,stephen20@coleman-long.com,35,No,0
ORD1265,2025-11-12,2025-11-13,CUST118,Lawrence Kelly,Home Office,PROD9970,Juice Pack,Grocery,North,Mississippi,South Kelsey,8,332,20,2124.8,1365.69,759.11,35.73,144,High,UPI,Delivered,"Fischer, Stone and Nguyen",rossmathew@adams.info,39,No,0
ORD1266,2025-01-28,2025-01-30,CUST121,Tiffany Rose,Home Office,PROD8557,Dining Table,Furniture,North,Alaska,East Michaelport,2,12524,5,23795.6,19457.11,4338.49,18.23,299,Medium,Credit Card,Delivered,"Clark, Knight and Robbins",scook@stark.com,22,No,0
ORD1267,2024-06-16,2024-06-22,CUST302,Mary Joseph,Corporate,PROD6206,Study Table,Furniture,West,Missouri,Lake David,9,17766,20,127915.2,82597.21,45317.99,35.43,340,Medium,Net Banking,Delivered,Rosario Group,parnold@thompson.com,20,No,0
ORD1268,2025-12-03,2025-12-05,CUST107,Andrew Martinez,Consumer,PROD6889,Sugar,Grocery,South,Washington,New Wendyport,14,715,10,9009.0,7499.36,1509.64,16.76,299,Low,Cash,Delivered,Newton-Hall,cwilliams@goodwin-walker.org,6,Yes,25
ORD1269,2024-12-10,2024-12-17,CUST126,Kayla Hoffman,Consumer,PROD2252,Stapler,Office Supplies,North,Oklahoma,Lake Gregorystad,11,59,20,519.2,374.62,144.58,27.85,352,High,UPI,Delivered,Moreno-Brooks,ryan68@sanchez.com,2,Yes,37
ORD1270,2025-12-26,2025-12-31,CUST752,Justin Stark,Corporate,PROD7430,Stapler,Office Supplies,South,Texas,Davidshire,14,445,20,4984.0,3753.57,1230.43,24.69,253,Medium,Cash,Delivered,"Jones, Kennedy and Sweeney",claytonhanson@perez-alexander.com,32,No,0
ORD1271,2025-04-16,2025-04-22,CUST130,Timothy Jones,Home Office,PROD3299,Calculator,Office Supplies,West,Iowa,West Donna,3,131,20,314.4,250.84,63.56,20.22,124,Low,Net Banking,Delivered,"Oconnell, Patterson and Santiago",laura48@morrow.com,46,No,0
ORD1272,2025-09-21,2025-09-24,CUST124,Leah Bean,Corporate,PROD5331,Pen,Office Supplies,East,Nebraska,Garciashire,4,169,10,608.4,435.87,172.53,28.36,282,High,UPI,Delivered,Schneider PLC,joseph05@garcia.org,2,Yes,40
ORD1273,2026-04-01,2026-04-02,CUST733,Kelly Moore,Home Office,PROD9918,Mouse,Electronics,South,Colorado,Jamesville,7,26684,0,186788.0,141024.73,45763.27,24.5,242,High,Net Banking,Delivered,"Jenkins, Gill and Smith",wesleyscott@smith.org,33,No,0
ORD1274,2025-08-01,2025-08-04,CUST553,Jeffery Davidson,Corporate,PROD1108,Juice Pack,Grocery,South,Minnesota,Andersonview,6,470,20,2256.0,1789.11,466.89,20.7,158,High,Credit Card,Delivered,Rios PLC,jasonmeyer@frederick-fox.org,11,No,0
ORD1275,2025-07-24,2025-07-27,CUST321,Robert Cuevas,Home Office,PROD6410,File Folder,Office Supplies,North,Oklahoma,West Denise,8,296,20,1894.4,1228.28,666.12,35.16,476,Medium,Cash,Delivered,Pierce-Lawson,tony64@mora.com,1,Yes,27
ORD1276,2025-08-29,2025-08-31,CUST364,Jerome Shelton,Consumer,PROD3406,Dining Table,Furniture,North,Wyoming,Gregorytown,5,8450,20,33800.0,29996.54,3803.46,11.25,356,Low,Cash,Pending,Davis-Carter,anita92@gonzalez.com,40,No,0
ORD1277,2024-09-24,2024-09-30,CUST490,Adam Shepherd,Consumer,PROD8723,File Folder,Office Supplies,West,Mississippi,Lake Jesus,4,137,20,438.4,281.81,156.59,35.72,348,High,UPI,Delivered,Pugh Ltd,mark52@campbell.org,39,No,0
ORD1278,2025-11-11,2025-11-13,CUST550,Regina Gonzalez,Corporate,PROD7196,Study Table,Furniture,West,Alabama,Port Haleyhaven,4,7332,20,23462.4,18894.51,4567.89,19.47,473,High,Cash,Delivered,Lynch Ltd,fpearson@petersen-bryant.com,38,No,0
ORD1279,2025-11-05,2025-11-07,CUST829,Vanessa Petersen,Home Office,PROD9246,Dining Table,Furniture,North,Rhode Island,Joneston,11,6053,20,53266.4,45183.57,8082.83,15.17,446,Low,Net Banking,Pending,"Vazquez, Brown and Jackson",rmorrison@ramos.com,41,No,0
ORD1280,2024-05-06,2024-05-11,CUST244,Catherine Reilly,Home Office,PROD8899,Cooking Oil,Grocery,West,New Mexico,Sullivanfort,10,378,20,3024.0,1903.05,1120.95,37.07,118,Medium,Credit Card,Delivered,Schultz-Noble,bschwartz@jones.org,30,No,0
ORD1281,2024-06-08,2024-06-15,CUST119,Rachel Wright,Home Office,PROD4096,Sugar,Grocery,North,Oregon,East Maryborough,4,746,20,2387.2,1437.47,949.73,39.78,385,High,UPI,Delivered,Stewart PLC,jessicagreen@rodriguez.com,44,No,0
ORD1282,2024-08-01,2024-08-05,CUST358,Christina Fernandez,Corporate,PROD9783,Mouse,Electronics,West,Wisconsin,Jonfort,6,39006,15,198930.6,164414.46,34516.14,17.35,261,Low,Net Banking,Delivered,"Woods, Brown and Griffith",lindasherman@austin.com,50,No,0
ORD1283,2025-03-17,2025-03-19,CUST768,Kathryn Edwards,Corporate,PROD6641,Mouse,Electronics,West,Connecticut,Myersview,2,11048,15,18781.6,15681.37,3100.23,16.51,132,High,Net Banking,Delivered,"Wade, Turner and Miller",parrishalicia@barnes.com,13,No,0
ORD1284,2025-02-03,2025-02-10,CUST763,Judy Gomez,Home Office,PROD7375,Study Table,Furniture,North,New Jersey,Hendersonville,3,5984,20,14361.6,10492.77,3868.83,26.94,82,Medium,UPI,Delivered,Newton Group,michael33@lyons.com,14,No,0
ORD1285,2024-08-09,2024-08-10,CUST941,Derek Hansen,Corporate,PROD9536,Juice Pack,Grocery,East,Idaho,Robertmouth,10,748,5,7106.0,5628.57,1477.43,20.79,274,High,UPI,Delivered,"Cooper, Hunt and Gonzales",dmontes@macias.com,12,No,0
ORD1286,2025-12-16,2025-12-18,CUST119,Gary Jones,Home Office,PROD3776,Calculator,Office Supplies,North,Illinois,Port Lisa,6,234,0,1404.0,1262.26,141.74,10.1,449,Medium,Net Banking,Cancelled,"Vaughan, Hayes and Johnson",hernandezamanda@weber.com,22,No,0
ORD1287,2026-01-27,2026-01-31,CUST730,Ronald Hutchinson,Consumer,PROD5661,Office Chair,Furniture,East,Wisconsin,East Micheleborough,5,14386,5,68333.5,50322.68,18010.82,26.36,256,Low,Credit Card,Delivered,Sparks-Walker,amber32@griffin-fernandez.com,0,Yes,28
ORD1288,2024-06-16,2024-06-20,CUST772,Frank Wheeler,Consumer,PROD2917,Mouse,Electronics,East,Louisiana,New Jennifer,12,37252,15,379970.4,292178.46,87791.94,23.1,444,High,UPI,Delivered,Campbell-Parker,fitzpatricklaura@conner-walton.com,48,No,0
